codigo,descricao,qtde,preco,custo,ult_aquisicao,markup
010067,SANDALIA ZAXYNINA 19287 SWEETY NUDE CLARO/ ROSA,2,52.99,25.68,19/09/25,106.35
006998,SANDALIA ZAXYNINA KIDS 18859 AY757 ROSA MEDIO,8,79.9,36.87,04/12/25,116.71
010596,SAPATENIS CASUAL INFANTIL 107746,11,109.9,52.69,15/05/26,108.58
010597,SAPATENIS CASUAL INFANTIL 56470,11,109.9,52.69,22/05/26,108.58
009779,SAPATENIS KIDS CASUAL MIMO FLEX 040,6,74.99,30.87,04/12/25,142.92
009778,SAPATENIS KIDS CASUAL MIMO FLEX 017,1,74.99,30.87,04/12/25,142.92
009780,SAPATENIS KIDS CASUAL MIMO FLEX 054 PRETO/BRANCO,4,74.99,30.87,04/12/25,142.92
009781,SAPATENIS KIDS CASUAL MIMO FLEX 055,2,74.99,30.87,04/12/25,142.92
010378,SAPATENIS KIDS CASUAL MOLEKINHO 100004 CAFE/AREIA,5,129.9,61.82,27/01/26,110.13
010683,SAPATENIS KIDS CASUAL MOLEKINHO ZIPER BRANCO,23,149.9,73.08,16/06/26,105.12
010684,SAPATENIS KIDS CASUAL MOLEKINHO 43122,15,149.9,73.08,16/06/26,105.12
010685,SAPATENIS KIDS CASUAL MOLEKINHO 16072 BRANCO A1,16,149.9,73.08,16/06/26,105.12
010085,SAPATENIS KIDS MOLEKINHO AREIA NEO,3,129.9,60.24,25/09/25,115.64
006566,SAPATENIS KLIN 117.171 FLYER 9426 LINHO,2,159.9,74.96,/  /,113.31
007678,SAPATENIS KLIN 1661.700 FLYER 5517 AREIA,3,139.9,54.13,/  /,158.45
007756,SAPATENIS KLIN 197.128 CURUMIM 3255,2,118.99,0.0,/  /,0.0
007757,SAPATENIS KLIN 197.128 CURUMIM 3170,1,118.99,0.0,/  /,0.0
006370,SAPATENIS MOLEKINHO 23174239 PRETO 01/BRANCO,3,119.9,53.88,27/10/23,122.53
007332,SAPATENIS MOLEKINHO 2623-102 61877 PRETO/CAMEL,1,119.9,52.39,/  /,128.86
007331,SAPATENIS MOLEKINHO 2623-102 36783,1,119.99,57.11,/  /,110.1
007348,SAPATENIS MOLEKINHO 2623-105 88285 OFF/BRANCO,1,109.9,48.17,/  /,128.15
007370,SAPATENIS MOLEKINHO 2623-109 75948,1,109.9,52.47,/  /,109.45
010118,SAPATENIS MOLEKINHO 2623.121 BRANCO OFF AREIA,1,119.9,55.89,30/09/25,114.53
010117,SAPATENIS MOLEKINHO 2623.123 PRETO,6,129.9,60.24,30/09/25,115.64
010463,SAPATENIS MOLEKINHO 2631.121 36783 BRANCO,10,134.99,61.82,18/03/26,118.36
007383,SAPATENIS MOLEKINHO 2631.202 526 BRANCO OFF,3,99.9,44.74,/  /,123.29
007381,SAPATENIS MOLEKINHO 2631.202 01 PRETO/BEGE,1,99.9,44.74,/  /,123.29
010464,SAPATENIS MOLEKINHO 2634.115 72827,6,124.99,57.36,18/03/26,117.9
010380,SAPATENIS MOLEKINHO 2651.103 101057,8,129.9,61.82,28/01/26,110.13
007463,SAPATENIS MOLEKINHO 2827-120 3531,1,119.9,55.03,/  /,117.88
009742,SAPATENIS MOLEKINHO 2838.128 CAFE/CARAMELHO,2,139.9,64.79,25/09/25,115.93
009741,SAPATENIS MOLEKINHO 2838.128 BRANCO,6,139.9,64.79,25/09/25,115.93
007457,SAPATENIS MOLEKINHO 2852-100 7282,4,119.9,53.88,/  /,122.53
006568,SAPATENIS MOLEKINHO 2852-100 2721 WHISKY/CAFE,1,119.9,53.88,07/11/23,122.53
010396,SAPATENIS MOLEKINHO 2852.121 107743 TAUPE,22,149.9,70.94,03/02/26,111.31
010126,SAPATILHA BABY MOLEKINHA 00066 DOURADO N,6,89.9,42.06,30/09/25,113.74
009852,SAPATILHA BABY MOLEKINHA 0066 DOURADO,2,89.9,40.23,21/06/25,123.47
009853,SAPATILHA BABY MOLEKINHA 15745 PRETO,2,89.9,41.8,21/06/25,115.07
010124,SAPATILHA BABY MOLEKINHA 15745 PRETO 01 N,11,99.9,46.41,30/09/25,115.26
010125,SAPATILHA BABY MOLEKINHA 78276 ROSA 942 N,5,99.9,46.41,30/09/25,115.26
010610,SAPATILHA MODARE 7016.461 NAPA 15745 PRETO A3,11,134.99,63.68,/  /,111.98
010611,SAPATILHA MODARE 7016.461 NAPA 83517 CREME A,16,134.99,63.68,/  /,111.98
010605,SAPATILHA MODARE 7016.461 NAPA 100196 AVELA A1,9,134.99,63.68,21/05/26,111.98
010129,SAPATILHA MOLEKINHA 2083.1131 DOURADO NAPA,1,99.9,46.41,30/09/25,115.26
010130,SAPATILHA MOLEKINHA 2083.1144 ROSA NAPA,1,109.9,51.36,30/09/25,113.98
010688,SAPATILHA MOLEKINHA 2083.1148 15745 PRETO A7,14,119.9,59.08,18/06/26,102.95
010687,SAPATILHA MOLEKINHA 2083.1149 66 DOURADO A1,15,109.9,54.28,18/06/26,102.47
006682,SAPATILHA MOLEKINHA  2106.1050 6499 PRETO/PRATA,1,89.9,39.02,10/11/23,130.39
003233,SAPATILHA MOLEKINHA BABY 2106.103,3,89.9,37.95,01/12/25,136.89
007367,SAPATILHA MOLEKINHO 2617-100 16261,5,69.9,31.98,/  /,118.57
009773,SAPATILHA RN MIMO FLEX 003.821 021 DOURADO,1,49.99,21.41,01/12/25,133.49
010411,"SLIME BALDE GELELE 1,5 KG DOS VERMELHO ROBSON",1,69.99,35.33,05/02/26,98.1
008124,SLIME BRILHA NO ESCURO 110G B/ESCURO CORES,6,15.99,6.55,12/04/24,144.12
009127,"SLIME GELELE BALDE 1,5KG BIG TRAD. CORES",1,62.99,29.13,09/05/25,116.24
009673,SLIME GELELE BARBIE 180G SORT BARBIE,8,22.99,9.55,09/05/25,140.73
009087,SLIME GELELE GELELE SLIME COLOR COLOR - GELELE,99,14.99,5.64,/  /,165.78
009674,SLIME GELELE HOTWHEELS 180G SORT HOTWHEELS,60,22.99,8.18,09/05/25,181.05
006765,SLIME GELELE  KIT ATIVADOR MC JP CORES VARIADAS,1,39.9,19.13,05/02/26,108.57
009039,SLIME GELELE MARIA CLARA E JP CORES,31,14.99,7.74,05/02/26,93.67
006101,SLIME GELELE OVO E BOLINHA OVO MIX +BOLINHA,8,13.9,6.36,10/11/23,118.55
006100,SLIME GELELE OVO SURPRESA UNICORNIO SORTIDO,39,14.99,7.02,05/02/26,113.53
009325,SLIME GELELE SONIC DISCO GELELE SONIC,73,19.9,9.55,29/11/24,108.38
006098,SLIME GELELE TIE DYE SUP 2 SORTIDO,1,46.9,25.13,/  /,86.63
009123,SLIME GELELE TORRE GLITTER 196G TORRE/SLIM/VARIAS,5,22.0,9.75,/  /,125.64
006666,SLIME GLITTER GELELE POTE GLITTER P.CORES,23,12.9,6.01,10/11/23,114.64
010408,SLIME MIX SURPRESA GELELE 153G SORTIDO MIX CAPR,19,24.99,9.72,05/02/26,157.1
010407,SLIME TORRE GELELE 330 G DOS SORTIDO   DOS,13,29.99,13.53,05/02/26,121.66
003932,SLIP ON MODARE 7381.101 TC MODARE SLP,4,159.9,64.78,/  /,146.84
008121,STIICA E PULA GELELE LOOK MONSTER CORES,10,15.99,6.97,09/05/25,129.41
008120,STIICA E PULA GELELE TRADICIONAL TRADICIONAL CORES,25,15.99,6.7,04/06/24,138.66
008986,TAMANCO ANABELA MODARE 7151.115  015745T PRETO,28,144.99,68.49,05/05/26,111.7
010555,TAMANCO ANABELA MODARE 7151.115 95373 CAMEL L,16,144.99,68.49,05/05/26,111.7
010606,TAMANCO ANABELA MOLECA 5579.101 15745 PRETO A1,15,104.99,49.06,21/05/26,114.0
010607,TAMANCO ANABELA MOLECA 5579.101 35312 BRANCO OFF,21,104.99,49.06,21/05/26,114.0
010608,TAMANCO ANABELA SLIDE MOLECA 101321 CHOCOLATE,18,104.99,49.06,30/05/26,114.0
010609,TAMANCO ANABELA SLIDE MOLECA 15745 PRETO A2,17,104.99,49.06,21/05/26,114.0
006703,TAMANCO AZALEIA 18836 LIA SOF LS AS509 PRETO,1,99.9,52.31,/  /,90.98
009596,TAMANCO AZALEIA 18908 FABI LIGHT 18908 BEGE/MARROM,4,79.99,38.77,18/12/25,106.32
009559,TAMANCO AZALEIA 18908 FABI LIGHT AZ804 COBRE/NUDE,1,79.99,37.54,26/03/25,113.08
010089,TAMANCO AZALEIA 18908 FABI LIGHT MARROM CAFE,23,89.99,39.38,05/05/26,128.52
006269,TAMANCO AZALEIA 18908 FABI LIGHT FL AV596 PRETO,39,89.99,39.38,05/05/26,128.52
009598,TAMANCO AZALEIA 19180 MARIA BM643 VERDE,1,109.99,51.63,03/04/25,113.04
009947,TAMANCO AZALEIA 19296 LIZI BS195 PRETO LIZI,1,77.99,36.72,18/08/25,112.39
010549,TAMANCO AZALEIA 19383 MAIARA BX920 MARROM URSO,11,119.99,54.16,24/04/26,121.55
010550,TAMANCO AZALEIA 19383 MAIARA BX922 OFF WHIT,18,119.99,54.16,24/04/26,121.55
010259,TAMANCO BEIRA RIO 8546.210 NAPA BRANCO OFF NT,1,159.9,77.66,18/11/25,105.9
010219,TAMANCO MODARE 7100.110 LUMY 98321 PRETO/BLACK,3,174.99,84.17,18/03/26,107.9
008208,TAMANCO MODARE 7142.106 NP/SEN 96783.NUDE,48,99.9,45.99,16/04/26,117.22
009235,TAMANCO MODARE 7142.106 NP/SEN 7142.106 - CAMEL,53,99.9,49.06,24/04/26,103.63
009856,TAMANCO MODARE 7142.106 NP/SEN 15745 PRETO,5,99.9,45.99,11/05/26,117.22
010505,TAMANCO MODARE 7142.106 NP/SEN 102465,43,99.9,45.99,11/05/26,117.22
009396,TAMANCO MODARE 7142.106 NP/SEN 102417,25,99.9,49.7,05/12/25,101.01
008204,TAMANCO MODARE 7142.106 NP/SEN 96782.PRETO,50,99.9,49.06,24/04/26,103.63
008210,TAMANCO MODARE 7142.106 TRESSE 96782.NP/PRETO,6,99.9,40.2,17/11/25,148.51
008209,TAMANCO MODARE 7142.106 TRESSE 96781 NP/TAN,4,99.9,42.61,21/03/25,134.45
003891,TAMANCO MODARE 7142.127 TIRA MDR TAMANCO PRETO,3,99.9,46.28,/  /,115.86
006135,TAMANCO MODARE 7142.129 PON NP P 15745 PRETO 01,2,109.9,46.0,30/07/25,138.91
010224,TAMANCO MODARE 7142.145 GASPEA PRETO BLACK,16,124.99,59.85,11/06/26,108.84
010319,TAMANCO MODARE 7151.115 NAPA AVELA FLOATH,2,139.9,69.37,05/12/25,101.67
010460,TAMANCO MODARE 7151.115 NP FLOAT 14745 PRETO/NA,12,144.99,69.37,18/03/26,109.01
010203,TAMANCO MODARE 7151.115 VENEZIA 00031,2,144.99,69.37,18/03/26,109.01
010320,TAMANCO MODARE 7151.134 STREC AVELA CAMEL,6,119.9,59.85,05/12/25,100.33
010321,TAMANCO MODARE 7151.134 STREC NUDE DOURADO,23,119.9,59.85,05/12/25,100.33
010247,TAMANCO MODARE 7210.206 SUPREMA NUDE SUPREMA,1,149.9,70.99,12/11/25,111.16
009882,TAMANCO MODARE 7215.101 VENEZIA CAMEL 1165,3,149.9,68.49,05/11/25,118.86
009881,TAMANCO MODARE 7215.101 VENEZIA PRETO 01/ CAMEL,12,149.9,69.37,27/11/25,116.09
010310,TAMANCO MOLECA 5554.103 PVC 101321 CHOCOLATE,2,99.9,49.06,05/12/25,103.63
010311,TAMANCO MOLECA 5554.103 PVC 15745 PRETO PVC,16,99.9,49.06,12/05/26,103.63
010644,TAMANCO PLATAFORMA FEMININO 1000196 AVELA,16,149.9,69.29,02/06/26,116.34
010643,TAMANCO PLATAFORMA FEMININO 15745 PRETO NAPA,16,149.9,69.27,02/06/26,116.4
010646,TAMANCO PLATAFORMA SLIDE 15745 PRETO A5,14,149.9,69.29,02/06/26,116.34
010645,TAMANCO PLATAFORMA SLIDE 100196 AVELA A2,16,149.9,69.29,02/06/26,116.34
009661,TAMANCO SALTO MODARE 7187.110 100196 AVELA,1,169.9,78.39,29/04/25,116.74
010675,TAMANCO SLIDE HAVAIANAS 7142.147 110151 AVELA,15,139.9,69.37,11/06/26,101.67
010674,TAMANCO SLIDE HAVAIANAS 7142.147 108811 DOURADO,16,139.9,69.37,11/06/26,101.67
009554,TAMANCO SLIDE MODARE 7142.101 102417,8,109.9,44.35,21/03/25,147.8
008206,TAMANCO SLIDE MODARE 7142.101 96781.NP.TAN1080/,9,109.9,52.82,05/06/25,108.07
009854,TAMANCO SLIDE MODARE 7142.101 102465,3,109.9,46.94,25/06/25,134.13
010434,TAMANCO SLIDE MODARE 7142.101 15745 PRETO/PRETO,23,109.9,49.06,24/04/26,124.01
010537,TAMANCO SLIDE MODARE 7142.101 96723 NUDE/CAMEL,18,109.9,49.06,24/04/26,124.01
010504,TAMANCO SLIDE MODARE 7142.101 106874,14,109.9,45.99,16/04/26,138.96
010435,TAMANCO SLIDE MODARE 7142.101 15758 PRETO/PRETO,5,109.9,49.7,10/03/26,121.13
010436,TAMANCO SLIDE MODARE 7142.106 102465,3,104.99,49.7,11/05/26,111.25
010222,TAMANCO SLIDE MODARE 7215.102 PRETO NOBUCK,5,159.9,78.29,05/11/25,104.24
010223,TAMANCO SLIDE MODARE 7215.102 NUDE NOBUCK,6,159.9,78.29,05/11/25,104.24
009880,TAMANCO SLIDE MODARE 7215.102 PRETO 01,17,159.9,79.31,30/05/26,101.61
009879,TAMANCO SLIDE MODARE 7215.102 VERDE SALVIA,15,159.9,79.31,30/05/26,101.61
009424,TENIS ACTVITTA 4202.554 FAV/NAP 15860 PRETO/PETO,3,109.9,48.97,19/02/25,124.42
009035,TENIS ACTVITTA 4841.101 LOC 99378 - ROSA 1228,2,199.9,86.36,07/08/24,131.47
010551,TENIS ACTVITTA 4841.103 LOC 16143,41,199.9,78.43,22/06/26,154.88
009034,TENIS ACTVITTA 4841.103 LOC 15758,43,199.9,78.43,22/06/26,154.88
010431,TENIS ACTVITTA 4849.100 107312,4,214.99,99.32,10/03/26,116.46
010432,TENIS ACTVITTA 4849.307 108641 BRANCO OFF,11,254.99,115.6,26/05/26,120.58
010358,TENIS ACTVITTA 4849.500 107082 PRETO,5,224.99,103.99,10/03/26,116.36
010357,TENIS ACTVITTA 4849.502 ENERGY 107038 BRANCO OFF,15,254.99,115.6,26/05/26,120.58
009878,TENIS ACTVITTA 4853.100 COBALTO ROSA,12,145.99,68.95,04/03/26,111.73
009877,TENIS ACTVITTA 4853.100 PRETO/PRATA,4,145.99,69.37,11/12/25,110.45
010149,TENIS ACTVITTA 4853.100 PRETO,6,145.99,68.95,04/03/26,111.73
009061,TENIS ACTVITTA 4931.103 LOC 83802,35,199.9,82.49,22/06/26,142.33
009873,TENIS ACTVITTA 4931.103 LOC 4931.103,41,199.9,82.49,22/06/26,142.33
010334,TENIS ACTVITTA 4938.101 PRETO GRAFITE,10,239.9,113.52,05/05/26,111.33
009898,TENIS ACTVITTA 4938.101 104972,17,239.9,113.52,05/05/26,111.33
009897,TENIS ACTVITTA 4938.101 104969,3,239.9,107.06,16/07/25,124.08
010335,TENIS ACTVITTA 4945.201 XANGAI PRETO/PETROLEO,6,269.9,127.71,12/12/25,111.34
008953,TENIS CASUAL ACTVITTA 4916.518 93249A/SOR AREIA,7,179.9,86.24,20/02/26,108.6
009857,TENIS CASUAL ACTVITTA 4916.518 103153 AREIA,1,179.9,84.05,25/06/25,114.04
008952,TENIS CASUAL ACTVITTA 4916.518 15745A/SOR PRETO,11,179.9,85.14,26/11/25,111.3
010592,TENIS CASUAL FEMININO MODARE 100196 AVELA A,7,149.9,73.08,12/05/26,105.12
010591,TENIS CASUAL FEMININO MODARE 15745 PRETO NEW,5,149.9,73.08,12/05/26,105.12
009602,TENIS CASUAL MODARE 7401.103 29574,1,229.9,107.12,02/06/25,114.62
009872,TENIS CASUAL MODARE 7405.103 105032 BRANCO,4,245.99,116.93,16/09/25,110.37
010580,TENIS CASUAL MODARE 7414.101 35432 BRANCO,6,245.99,116.93,09/05/26,110.37
010579,TENIS CASUAL MODARE 7414.102 17165,2,245.99,116.93,09/05/26,110.37
010614,TENIS CASUAL MODARE 7416.100 16072 BRANCO A,24,199.9,90.98,01/06/26,119.72
010613,TENIS CASUAL MODARE 7416.202 110623 BRANCO,11,209.99,97.72,26/05/26,114.89
010465,TENIS CASUAL MOLEKINHA 2118.592 17689,11,99.9,47.63,18/03/26,109.74
010420,TENIS CASUAL MOLEKINHA 2565.321 17689,2,139.9,65.64,04/03/26,113.13
010421,TENIS CASUAL MOLEKINHA 2565.321 93824 BRANCO/PINK,2,139.9,65.64,04/03/26,113.13
010482,TENIS CASUAL MOLEKINHA 2582.102 17689,17,114.99,52.69,27/03/26,118.24
010400,TENIS CASUAL MOLEKINHA 2582.110 BRANCO/NUDE/DOURA,3,139.9,65.64,04/02/26,113.13
010399,TENIS CASUAL MOLEKINHA 2582.111 BRANCO/PRETO/DOUR,4,139.9,65.63,04/02/26,113.16
010466,TENIS CASUAL MOLEKINHA 2723.221 15745 PRETOGL,10,119.9,57.36,18/03/26,109.03
010467,TENIS CASUAL MOLEKINHA 2723.222 79486 ROSA/ROSA G,5,129.9,61.82,18/03/26,110.13
009851,TENIS CASUAL MOLEKINHA 2740.203 15745 PRETO,3,109.9,51.02,21/06/25,115.41
010726,TENIS CASUAL MOLEKINHO 2631.122 17689,12,119.9,59.08,25/06/26,102.95
010727,TENIS CASUAL MOLEKINHO 2631.223 96412 BRANFO,12,129.9,63.68,25/06/26,103.99
010163,TENIS CORRIDA ACTVITTA 4849.104 105852 AZUL N,5,239.9,112.06,10/10/25,114.08
010164,TENIS CORRIDA ACTVITTA 4849.104 105855 PRETO PINK,1,239.9,112.06,10/10/25,114.08
010428,TENIS CORRIDA ACTVITTA 4859.100 PRETO/COBAL/PRETO,7,274.99,127.71,04/03/26,115.32
010427,TENIS CORRIDA ACTVITTA 4859.101 BRANCO/AZUL,11,284.99,132.37,04/03/26,115.3
010426,TENIS CORRIDA ACTVITTA 4859.202 PETALA/LIME/PRETO,8,294.99,136.84,04/03/26,115.57
010157,TENIS CORRIDA ACTVITTA 4938.104 105910 ROYAL N,6,259.9,121.07,07/10/25,114.67
010158,TENIS CORRIDA ACTVITTA 4938.104 105913,1,259.9,121.07,07/10/25,114.67
010425,TENIS CORRIDA ACTVITTA 4947.100 PRETO/RON/CINZA,6,294.99,136.84,04/03/26,115.57
010424,TENIS CORRIDA ACTVITTA 4947.202 ROYAL/TURQUESA/PR,8,324.99,151.02,11/05/26,115.2
010690,TENIS INFANTIL CASUAL MOLEKINHO 111778 CAFE/AREIA,16,159.9,78.29,18/06/26,104.24
010691,TENIS INFANTIL CASUAL MOLEKINHO 111777,16,159.9,78.29,18/06/26,104.24
009832,TENIS KIDS CASUAL MOLEKINHA 52987 BRANCO,3,149.9,68.69,18/06/25,118.23
009831,TENIS KIDS CASUAL MOLEKINHA 21007,2,149.9,68.69,18/06/25,118.23
010077,TENIS KIDS CASUAL MOLEKINHA 106053,2,119.9,55.89,23/09/25,114.53
009830,TENIS KIDS CASUAL MOLEKINHA 17165,4,129.9,57.6,17/11/25,125.52
009775,TENIS KIDS MIMO FLEX 006.019 045 MARINHO/CINZA,5,69.99,28.29,04/12/25,147.4
009774,TENIS KIDS MIMO FLEX 006.019 039 PRETO/GRAFITE,3,69.99,28.29,04/12/25,147.4
010088,TENIS KIDS MOLEKINHA 2574.120 GP 85705 BRANCO OFF,1,149.9,69.13,25/09/25,116.84
010075,TENIS KIDS MOLEKINHA 2580.100 40000,1,149.9,69.13,23/09/25,116.84
010076,TENIS KIDS MOLEKINHA 2580.109 104578 GLITTER,5,179.9,82.96,23/09/25,116.85
010084,TENIS KIDS MOLEKINHO 2831.113 PRETO M DAVE,2,129.9,60.24,25/09/25,115.64
010083,TENIS KIDS MOLEKINHO 2831.141 RU PRETO NE,10,119.9,55.9,25/09/25,114.49
009804,TENIS KIDS MOLEKINHO 2831.240 FL 15745 PRETO,2,149.9,68.69,17/06/25,118.23
009805,TENIS KIDS MOLEKINHO 2831.240 FL 94264,1,149.9,68.69,17/06/25,118.23
010471,TENIS KIDS MOLEKINHO 2850.420 RU 1860 PRETO/PRETO,12,144.9,66.48,20/03/26,117.96
010115,TENIS KIDS MOLEKINHO 2861.117 BRANCO CINZA,3,129.9,60.24,22/05/26,115.64
010116,TENIS KIDS MOLEKINHO 2861.117 BRANCO OFF PORTO,12,129.9,61.82,27/01/26,110.13
010472,TENIS KIDS MOLEKINHO 2864.112 15745,8,144.9,66.48,20/03/26,117.96
009229,TENIS KIDS MOLEKINHO 2866.101 NP MARINHO RUSTICO,5,169.9,74.16,25/09/25,129.1
010082,TENIS KIDS MOLEKINHO 2866.101 NP PRETO RUSTICO,5,169.9,78.61,25/09/25,116.13
010462,TENIS KIDS MOLEKINHO 2866.113 15745 PRETO GU,9,179.9,85.14,18/03/26,111.3
010131,TENIS KIDS MOLEKINHO 2869.101 PRETO BRANCO,8,169.9,78.61,30/09/25,116.13
010132,TENIS KIDS MOLEKINHO 2869.105 PRETO FREE,5,159.9,74.06,30/09/25,115.91
010081,TENIS KIDS MOLEKINHO 2872.101 PRETO DAVE,11,139.9,64.79,25/09/25,115.93
009802,TENIS KIDS MOLEKINHO 2872.101 104626,17,139.9,64.79,25/09/25,115.93
009803,TENIS KIDS MOLEKINHO 2872.101 40589,11,139.9,64.37,17/06/25,117.34
008086,TENIS KLIN 199.079 NEW SPORT 1099,1,119.9,54.13,/  /,121.5
007686,TENIS KLIN 260.076 MINI STYLE 2996,3,184.9,83.29,/  /,122.0
006143,TENIS KLIN 453.106 WALK BABY WALK,2,127.9,57.68,/  /,121.74
007734,TENIS KLIN 453.108 WALK BABY 3428 MARINHO/ROSA,2,136.9,61.81,/  /,121.49
006381,TENIS LED MOLEKINHA 2731.203 5895 ROSA,3,159.9,71.4,01/12/25,123.95
009848,TENIS LED MOLEKINHA 2742.201 84095,1,129.9,59.86,01/12/25,117.01
010120,TENIS LED MOLEKINHA 2742.203 106076 BRANCO,2,139.9,64.79,30/09/25,115.93
010121,TENIS LED MOLEKINHA 2742.204 99740 BRANCO,6,149.9,69.13,30/09/25,116.84
010468,TENIS LED MOLEKINHO 2620.103 003 PRETO LE,13,134.99,61.82,20/03/26,118.36
010469,TENIS LED MOLEKINHO 2620.125 83463,11,149.9,70.94,20/03/26,111.31
010725,TENIS LED MOLEKINHO 2632.217 82551 PRETO/CINZA,12,169.9,83.09,25/06/26,104.48
010724,TENIS LED MOLEKINHO 2632.217 111762,12,169.9,83.09,25/06/26,104.48
010470,TENIS LED MOLEKINHO 2634.116 FL 15860 PRETO/PRETO,15,134.99,61.82,20/03/26,118.36
006138,TENIS MODARE 7378.109 GASP KNIT NUDE 658,1,159.9,72.45,/  /,120.7
007834,TENIS MODARE 7389.103 ALLENDE PRETO 01 ALLENDE,1,239.9,108.2,/  /,121.72
009401,TENIS MODARE 7401.102 LONDON BRANCO OFF/ VERDE,2,224.99,107.12,19/11/25,110.04
007949,TENIS MOLECA 5667.322 SIDER FEM 15758-PRETO/PRETO,2,129.9,60.08,/  /,116.21
010122,TENIS MOLEKINHA 2118.591 NAPA 105233 PRETO ROSA,2,89.9,42.06,30/09/25,113.74
010123,TENIS MOLEKINHA 2118.592 ITALIA 105272 BRANCO,3,99.9,46.41,30/09/25,115.26
007803,TENIS MOLEKINHA 2131.625 VERNIZ 5738 BRANCO,2,109.9,49.18,01/12/25,123.46
010723,TENIS MOLEKINHA 25005.203 PITON 44610 BRANCO,15,159.9,78.29,25/06/26,104.24
010499,TENIS MOLEKINHA 25005.203 PITON 18323,7,159.9,76.0,09/04/26,110.39
007592,TENIS MOLEKINHA 2554.110 7827 ROSA/BRANCO,1,99.9,45.69,16/07/25,118.65
007564,TENIS MOLEKINHA 2565.102 LONA 9333 ROSA/NIQUEL,4,159.9,69.62,/  /,129.68
008039,TENIS MOLEKINHA 2565.102 LONA 1990,2,159.9,69.62,/  /,129.68
009748,TENIS MOLEKINHA 2574.116 NAPA BRANCO/PRETO,3,129.9,58.48,17/11/25,122.13
010398,TENIS MOLEKINHA 2580.111 PARIS BRANCO OFF/GLITER,8,189.9,94.12,02/06/26,101.76
010397,TENIS MOLEKINHA 2580.200 VELVET PRETO/ROSA VET,23,169.9,84.17,02/06/26,101.85
009845,TENIS MOLEKINHA 2584.105 NAPA 99202 ROSA,3,149.9,68.69,21/06/25,118.23
009846,TENIS MOLEKINHA 2584.105 NAPA 98954 BRANCO/ROSA,4,149.9,68.69,21/06/25,118.23
009828,TENIS MOLEKINHA 2588.104 NAPA 104923,2,159.9,72.23,18/06/25,121.38
006683,TENIS MOLEKINHA 2723.100 COMFY 2173 ROSA,3,89.9,40.23,01/12/25,123.47
007800,TENIS MOLEKINHA 2723.100 SUICA 5805 PINK/PRETO,1,89.9,39.43,01/12/25,128.0
008783,TENIS MOLEKINHA 2723.119 NYLON 79486 BM ROSA,1,109.9,51.02,01/12/25,115.41
008784,TENIS MOLEKINHA 2732.203 NP 17131BM PRETO,2,99.9,46.12,01/12/25,116.61
009535,TENIS MOLEKINHA 2736.100 LOVE 90823PRETO\PRETO,5,89.9,41.08,03/06/25,118.84
009534,TENIS MOLEKINHA 2736.100 LOVE 90448MARINHO\MARI,3,89.9,41.08,13/03/25,118.84
009201,TENIS MOLEKINHA 2736.102 LYCRA 100081,2,99.9,45.4,01/12/25,120.04
009849,TENIS MOLEKINHA 2738.100 LYCRA 15745 PRETO,3,119.9,55.53,21/06/25,115.92
009850,TENIS MOLEKINHA 2738.103 TOQUIO 78276 ROSA,4,139.9,64.37,21/06/25,117.34
010119,TENIS MOLEKINHA 2738.104 NAPA 78276 ROSA 942 N,6,149.9,69.13,30/09/25,116.84
007337,TENIS MOLEKINHO 2147-113 NAPA 90448,2,89.9,39.6,/  /,127.02
007338,TENIS MOLEKINHO 2147-113 NAPA 16805 PRETO/BABY,2,89.9,38.03,/  /,136.39
007368,TENIS MOLEKINHO 2147-138 NEOP 40915,5,109.9,48.17,/  /,128.15
007393,TENIS MOLEKINHO 2617-103 SIDER 90823 PRETO,3,79.9,35.79,/  /,123.25
009318,TENIS MOLEKINHO 2631.110 NP 2631.110,4,109.9,50.23,28/11/24,118.79
009319,TENIS MOLEKINHO 2631.110 NP 2631.110,10,119.9,57.36,28/01/26,109.03
010134,TENIS MOLEKINHO 2631.117 PORTO BRANCO OFF AREIA,4,119.9,55.89,30/09/25,114.53
010133,TENIS MOLEKINHO 2631.117 PORTO BRANCO CINZA LUIS,3,119.9,55.89,30/09/25,114.53
007395,TENIS MOLEKINHO 2632102 RUN 01 PRETO/LED,4,139.9,62.05,01/12/25,125.46
009176,TENIS MOLEKINHO 2638.100 NEOPLEX 15860 PRETO/PRETO,1,99.9,45.4,11/10/24,120.04
009175,TENIS MOLEKINHO 2638.103 72828,1,129.9,57.57,17/11/25,125.64
010135,TENIS MOLEKINHO 2641.105 RUSTICO CARAMELO NEO,8,149.9,69.13,30/09/25,116.84
009810,TENIS MOLEKINHO 2641.105 RUSTICO 72736 CARAMELO,1,149.9,68.69,18/06/25,118.23
009811,TENIS MOLEKINHO 2641.105 RUSTICO 10396 BRANCO,15,149.9,69.13,30/09/25,116.84
009809,TENIS MOLEKINHO 2645.200 LED 40589,8,139.9,64.37,18/06/25,117.34
009807,TENIS MOLEKINHO 2645.201 LED 97360 GELO/CINZA,6,169.9,78.11,18/06/25,117.51
009808,TENIS MOLEKINHO 2645.201 LED 33300 MARINHO,5,169.9,78.11,18/06/25,117.51
007444,TENIS MOLEKINHO 2831.104 RUST 15860 PRETO/PRETO,24,109.9,52.69,23/01/26,108.58
008701,TENIS MOLEKINHO 2850.310 27981-PRETO/PRETO,6,129.9,60.24,30/09/25,115.64
